ID_Spec,Catalogue Number,AccName,TreeName2,Order,Family,Genus,SO,EF,SpeLab,DepthMin,DepthMax,DepthAve,IUCN,DepthCat3,Mov
'Rhinobatos rasus MCZIchS 235.jpg',MCZ Ichthyology S-235,Glaucostegus cemiculus ,Glaucostegus_cemiculus,Rhinopristiformes,Glaucostegidae,Glaucostegus,Bat,Extant,Glauc_cem,9,100,54.5,CR,Shelf,AxUnd
'Rhinobatos rhinobatos USNMRAD 114553-001.jpg',USNM RAD 114553 ,Rhinobatos rhinobatos ,Rhinobatos_rhinobatos,Rhinopristiformes,Rhinobatidae,Rhinobatos,Bat,Extant,Rhbat_rhi,0,100,50,CR,Shelf,AxUnd
'Rhinobatus annandalei BMNH 19097121-2-A.jpg',NHMUK ZOO 1909.7.12.1-2,Rhinobatos annandalei ,Rhinobatos_annandalei,Rhinopristiformes,Rhinobatidae,Rhinobatos,Bat,Extant,Rhbat_ann,40,90,65,CR,Shelf,AxUnd
'Rhinobatus annandalei BMNH 19097121-2-B.jpg',NHMUK ZOO 1909.7.12.1-2,Rhinobatos annandalei ,Rhinobatos_annandalei,Rhinopristiformes,Rhinobatidae,Rhinobatos,Bat,Extant,Rhbat_ann,40,90,65,CR,Shelf,AxUnd
'Rhinobatus armatus BMNH 195381011.jpg',NHMUK ZOO 1953.8.10.11,Glaucostegus typus ,Glaucostegus_typus,Rhinopristiformes,Glaucostegidae,Glaucostegus,Bat,Extant,Glauc_typ,0,100,50,CR,Shelf,AxUnd
'Rhinobatus holcorhynchus BMNH 192211318.jpg',NHMUK ZOO 1922.1.13.18,Rhinobatos holcorhynchus ,Rhinobatos_holcorhynchus,Rhinopristiformes,Rhinobatidae,Rhinobatos,Bat,Extant,Rhbat_hol,75,253,164,CR,Shelf,AxUnd
'Rhinobatus leucospilus BMNH 19056812.jpg',NHMUK ZOO 1905.6.8.12,Acroteriobatus leucospilus ,Acroteriobatus_leucospilus,Rhinopristiformes,Rhinobatidae,Acroteriobatos,Bat,Extant,Acrot_leu,0,100,50,EN,Shelf,AxUnd
'Rhinobatus lionotus BMNH 19097123.jpg',NHMUK ZOO 1909.7.12.3,Rhinobatos lionotus ,Rhinobatos_lionotus,Rhinopristiformes,Rhinobatidae,Rhinobatos,Bat,Extant,Rhbat_lio,70,76,73,CR,Shelf,AxUnd
'Rhinobatus ocellatus BMNH 1906111926.jpg',NHMUK ZOO 1906.11.19.26,Acroteriobatus ocellatus ,Acroteriobatus_ocellatus,Rhinopristiformes,Rhinobatidae,Acroteriobatos,Bat,Extant,Acrot_oce,60,185,122.5,DD,Shelf,AxUnd
'Rhinobatus zanzibarensis BMNH 18685304.jpg',NHMUK ZOO 1868.5.30.4,Acroteriobatus zanzibarensis ,Acroteriobatus_zanzibarensis,Rhinopristiformes,Rhinobatidae,Acroteriobatos,Bat,Extant,Acrot_zan,0,100,50,NT,Shelf,AxUnd
'Rhinoptera brasiliensis MCZIchS 418.jpg',MCZ Ichthyology S-418,Rhinoptera brasiliensis ,Rhinoptera_brasiliensis,Myliobatiformes,Rhinopteridae,Rhinoptera,Bat,Extant,Rhpte_bra,0,20,10,VU,Shelf,Oscil
'Rhinoraja longi CAS-ICH 73564.jpg',CAS-ICH 73564,Bathyraja taranetzi ,Rhinoraja_taranetzi,Rajiformes,Arhynchobatidae,Bathyraja,Bat,Extant,Bathy_tar,58,1054,556,LC,Deep,Undul
'Rhinoraja longi USNMRAD 313801.jpg',USNM 313801 ,Bathyraja taranetzi ,Rhinoraja_taranetzi,Rajiformes,Arhynchobatidae,Bathyraja,Bat,Extant,Bathy_tar,58,1054,556,LC,Deep,Undul
'Rhynchobatus australiae USNMRAD 110890-002.jpg',USNM RAD 110890 ,Rhynchobatus australiae ,Rhynchobatus_australiae,Rhinopristiformes,Rhinidae,Rhynchobatus,Bat,Extant,Rhync_aus,0,60,30,CR,Reef,AxUnd
'Rhynchobatus djiddensis USNMRAD 110891-001.jpg',USNM RAD 110891 ,Rhynchobatus djiddensis ,Rhynchobatus_djiddensis,Rhinopristiformes,Rhinidae,Rhynchobatus,Bat,Extant,Rhync_dji,1,75,38,CR,Reef,AxUnd
'Rhynchobatus percellens CAS-SU 11851.jpg',CAS-SU(ICH) 11851 ,Pseudobatos percellens ,Rhinobatos_percellens,Rhinopristiformes,Rhinobatidae,Pseudobatos,Bat,Extant,Psbat_per,0,110,55,EN,Shelf,AxUnd
'Rhynchobatus springeri RAD110889-001.jpg',USNM RAD 110889 ,Rhynchobatus springeri ,Rhynchobatus_springeri,Rhinopristiformes,Rhinidae,Rhynchobatus,Bat,Extant,Rhync_spr,16,37,26.5,CR,Shelf,AxUnd
'Rhynchobatus springeri RAD110889-002.jpg',USNM RAD 110889 ,Rhynchobatus springeri ,Rhynchobatus_springeri,Rhinopristiformes,Rhinidae,Rhynchobatus,Bat,Extant,Rhync_spr,16,37,26.5,CR,Shelf,AxUnd
'Springeria folirostris USNMRAD 109928-001.jpg',USNM RAD 109928 ,Springeria folirostris ,Springeria_folirostris,Rajiformes,Anacanthobatidae,Springeria,Bat,Extant,Sprin_fol,425,472,448.5,LC,Deep,Undul
'Springeria melanosoma USNMRAD 109929-002.jpg',USNM RAD 109929 ,Sinobatis melanosoma,Sinobatis_melanosoma,Rajiformes,Anacanthobatidae,Sinobatis,Bat,Extant,Sinob_mel,500,1100,800,LC,Deep,Undul
'Squatina africana BMNH 1906111921.jpg',NHMUK ZOO 1906.11.19.21,Squatina africana,Squatina_africana,Squatiniformes,Squatinidae,Squatina,Sel,Extant,Squat_afr,60,494,277,NT,Shelf,AxUnd
'Squatina africana MNHN IC 19871265.jpg',MNHN-IC-1987-1265 ,Squatina africana,Squatina_africana,Squatiniformes,Squatinidae,Squatina,Sel,Extant,Squat_afr,60,494,277,NT,Shelf,AxUnd
'Squatina africana MNHN IC 20030378.jpg',MNHN-IC-2003-0378 ,Squatina africana,Squatina_africana,Squatiniformes,Squatinidae,Squatina,Sel,Extant,Squat_afr,60,494,277,NT,Shelf,AxUnd
'Squatina angelus NMW 87247.jpg',NMW 87247,Squatina squatina,Squatina_squatina,Squatiniformes,Squatinidae,Squatina,Sel,Extant,Squat_squ,5,150,77.5,CR,Shelf,AxUnd
'Squatina armata USNMRAD 110872-001.jpg',USNM RAD 110872,Squatina armata,Squatina_armata,Squatiniformes,Squatinidae,Squatina,Sel,Extant,Squat_arm,3,200,101.5,CR,Shelf,AxUnd
'Squatina armata USNMRAD 110878-001-A.jpg',USNM RAD 110878,Squatina armata,Squatina_armata,Squatiniformes,Squatinidae,Squatina,Sel,Extant,Squat_arm,3,200,101.5,CR,Shelf,AxUnd
'Squatina armata USNMRAD 110878-001-B.jpg',USNM RAD 110878,Squatina armata,Squatina_armata,Squatiniformes,Squatinidae,Squatina,Sel,Extant,Squat_arm,3,200,101.5,CR,Shelf,AxUnd
'Squatina californica USNMRAD 109873-001-A.jpg',USNM RAD 110873,Squatina californica,Squatina_californica,Squatiniformes,Squatinidae,Squatina,Sel,Extant,Squat_cal,3,205,104,NT,Shelf,AxUnd
'Squatina californica USNMRAD 109873-001-B.jpg',USNM RAD 110873,Squatina californica,Squatina_californica,Squatiniformes,Squatinidae,Squatina,Sel,Extant,Squat_cal,3,205,104,NT,Shelf,AxUnd
'Squatina californica USNMRAD 110882-001.jpg',USNM RAD 110882,Squatina californica,Squatina_californica,Squatiniformes,Squatinidae,Squatina,Sel,Extant,Squat_cal,3,205,104,NT,Shelf,AxUnd
'Squatina dumeril USNMRAD 358610.jpg',USNM 358610 ,Squatina dumeril,Squatina_dumeril,Squatiniformes,Squatinidae,Squatina,Sel,Extant,Squat_dum,1,1375,688,LC,Deep,AxUnd
'Squatina nebulosa BMNH1905 665 Ventral.jpg',NHMUK ZOO 1862.11.1.89 ,Squatina nebulosa,Squatina_nebulosa,Squatiniformes,Squatinidae,Squatina,Sel,Extant,Squat_neb,0,200,100,EN,Shelf,AxUnd
'Squatina sp USNMRAD 193583.jpg',USNM 193583 ,Squatina dumeril,Squatina_dumeril,Squatiniformes,Squatinidae,Squatina,Sel,Extant,Squat_dum,1,1375,688,LC,Deep,AxUnd
'Sympterygia acuta USNMRAD 53437.jpg',USNM 53437 ,Sympterygia acuta,Sympterygia_acuta,Rajiformes,Arhynchobatidae,Sympterygia,Bat,Extant,Sympt_acu,10,188,99,CR,Shelf,Undul
'Taeniura lymma USNMRAD 170359.jpg',USNM 170359 ,Taeniura lymma ,Taeniura_lymma,Myliobatiformes,Dasyatidae,Taeniura,Bat,Extant,Taeni_lym,1,20,10.5,LC,Reef,Undul
'Torpedo fuscomaculata CAS-ICH 32550.jpg',CAS-ICH 32550,Torpedo fuscomaculata ,Torpedo_fuscomaculata,Torpediniformes,Torpedinidae,Torpedo,Bat,Extant,Torpe_fus,0,439,219.5,DD,Reef,AxUnd
'Torpedo fuscomaculata CAS-ICH 58380.jpg',CAS-ICH 58380,Torpedo fuscomaculata ,Torpedo_fuscomaculata,Torpediniformes,Torpedinidae,Torpedo,Bat,Extant,Torpe_fus,0,439,219.5,DD,Reef,AxUnd
'Torpedo fuscomaculata USNMRAD 320677.jpg',USNM 320677 ,Torpedo fuscomaculata ,Torpedo_fuscomaculata,Torpediniformes,Torpedinidae,Torpedo,Bat,Extant,Torpe_fus,0,439,219.5,DD,Reef,AxUnd
'Torpedo mackayana USNMRAD 110902-001.jpg',USNM RAD 110902,Torpedo mackayana ,Torpedo_mackayana,Torpediniformes,Torpedinidae,Torpedo,Bat,Extant,Torpe_mac,30,50,40,EN,Shelf,AxUnd
'Torpedo nobiliana USNMRAD 205358.jpg',USNM 205358 ,Tetronarce nobiliana ,Torpedo_nobiliana,Torpediniformes,Torpedinidae,Tetronarce,Bat,Extant,Tetro_nob,2,800,401,LC,Shelf,AxUnd
'Torpedo torpedo BMNH72261 1ZJ.jpg',NHMUK 72261,Torpedo torpedo,Torpedo_torpedo,Torpediniformes,Torpedinidae,Torpedo,Bat,Extant,Torpe_tor,2,400,201,VU,Shelf,AxUnd
'Torpedo torpedo USNMRAD 110901-001.jpg',USNM RAD 110901,Torpedo torpedo,Torpedo_torpedo,Torpediniformes,Torpedinidae,Torpedo,Bat,Extant,Torpe_tor,2,400,201,VU,Shelf,AxUnd
'Trygon brachyura BMNH 18792124.jpg',NHMUK ZOO 1879.2.12.4,Potamotrygon brachyura ,Potamotrygon_brachyura,Myliobatiformes,Potamotrygonidae,Potamotrygon,Bat,Extant,Potam_bra,7,10,8.5,DD,FreshW,Undul
'Trygon brevis MCZIchS-371_1.jpg',MCZ Ichthyology S-371,Hypanus dipterurus ,Dasyatis_dipterura,Myliobatiformes,Dasyatidae,Hypanus,Bat,Extant,Hypan_dip,10,355,182.5,VU,Shelf,Undul
'Trygon brevis MCZIchS-371_2.jpg',MCZ Ichthyology S-371,Hypanus dipterurus ,Dasyatis_dipterura,Myliobatiformes,Dasyatidae,Hypanus,Bat,Extant,Hypan_dip,10,355,182.5,VU,Shelf,Undul
'Trygon brevis MCZIchS-371_3.jpg',MCZ Ichthyology S-371,Hypanus dipterurus ,Dasyatis_dipterura,Myliobatiformes,Dasyatidae,Hypanus,Bat,Extant,Hypan_dip,10,355,182.5,VU,Shelf,Undul
'Trygon heterurus BMNH 18671128158.jpg',NHMUK ZOO 1867.11.28.158,Brevitrygon heterura ,Himantura_walga,Myliobatiformes,Dasyatidae,Brevitrygon,Bat,Extant,Brevi_het,1,50,25.5,VU,Shelf,Undul
'Trygon longa MCZIchS-126.jpg',MCZ Ichthyology S-126,Hypanus longus ,Dasyatis_longa,Myliobatiformes,Dasyatidae,Hypanus,Bat,Extant,Hypan_lon,0,100,50,VU,Reef,Undul
'Trygon longa MCZIchS-554.jpg',MCZ Ichthyology S-554,Hypanus longus ,Dasyatis_longa,Myliobatiformes,Dasyatidae,Hypanus,Bat,Extant,Hypan_lon,0,100,50,VU,Reef,Undul
'Trygon macurus BMNH 18671128160.jpg',NHMUK ZOO 1867.11.28.160,Maculabatis macrura ,Himantura_gerrardi,Myliobatiformes,Dasyatidae,Maculabatis,Bat,Extant,Macul_mac,0,60,30,EN,Shelf,Undul
'Trygon pastinacoides BMNH 18671128161.jpg',NHMUK ZOO 1867.11.28.161 ,Maculabatis pastinacoides ,Himantura_pastinacoides,Myliobatiformes,Dasyatidae,Maculabatis,Bat,Extant,Macul_pas,0,60,30,EN,Shelf,Undul
'Trygon punctata BMNH 195381015.jpg',NHMUK ZOO 1953.8.10.15,Himantura uarnak ,Himantura_uarnak,Myliobatiformes,Dasyatidae,Himantura,Bat,Extant,Himan_uar,20,50,35,EN,Reef,Undul
'Trygon undulata BMNH 18671128156.jpg',NHMUK ZOO 1867.11.28.156,Himantura undulata ,Himantura_undulata,Myliobatiformes,Dasyatidae,Himantura,Bat,Extant,Himan_und,0,70,35,EN,Shelf,Undul
'Tygon reticulatus BMNH 18703101.jpg',NHMUK ZOO 1870.3.10.1,Potamotrygon orbignyi ,Potamotrygon_orbignyi,Myliobatiformes,Potamotrygonidae,Potamotrygon,Bat,Extant,Potam_orb,0,20,10,LC,FreshW,Undul
'Urobatis concentricus USNMRAD 87539.jpg',USNM 87539 ,Urobatis concentricus ,Urobatis_concentricus,Myliobatiformes,Urotrygonidae ,Urobatis,Bat,Extant,Uroba_con,1,109,55,LC,Reef,Undul
'Urobatis jamaicensis USNMRAD 116442.jpg',USNM 116442 ,Urobatis jamaicensis ,Urobatis_jamaicensis,Myliobatiformes,Urotrygonidae ,Urobatis,Bat,Extant,Uroba_jam,1,25,13,LC,Reef,Undul
'Urolophus aspidurus USNM 29410.jpg',USNM 29410 ,Urotrygon aspidura ,Urotrygon_aspidura,Myliobatiformes,Urotrygonidae ,Urotrygon,Bat,Extant,Urotr_asp,5,100,52.5,NT,Shelf,Undul
'Urolophus aspidurus USNMRAD 29410.jpg',USNM 29410 ,Urotrygon aspidura ,Urotrygon_aspidura,Myliobatiformes,Urotrygonidae ,Urotrygon,Bat,Extant,Urotr_asp,5,100,52.5,NT,Shelf,Undul
'Urolophus asterias USNMRAD 28204.jpg',USNM 28204,Urotrygon munda ,Urotrygon_munda,Myliobatiformes,Urotrygonidae ,Urotrygon,Bat,Extant,Urotr_mun,4,51,27.5,NT,Shelf,Undul
'Urolophus asterias USNMRAD 29542.jpg',USNM 29542 ,Urotrygon munda ,Urotrygon_munda,Myliobatiformes,Urotrygonidae ,Urotrygon,Bat,Extant,Urotr_mun,4,51,27.5,NT,Shelf,Undul
'Urolophus chilensis BMNH 1871913119.jpg',NHMUK ZOO 1871.9.13.119,Urotrygon chilensis ,Urotrygon_chilensis,Myliobatiformes,Urotrygonidae ,Urotrygon,Bat,Extant,Urotr_chi,1,60,30.5,NT,Shelf,Undul
'Urolophus goodei USNMRAD 41150.jpg',USNM 41150 ,Urotrygon chilensis ,Urotrygon_chilensis,Myliobatiformes,Urotrygonidae ,Urotrygon,Bat,Extant,Urotr_chi,1,60,30.5,NT,Shelf,Undul
'Urolophus halleri USNMRAD 321516.jpg',USNM 321516 ,Urobatis halleri ,Urobatis_halleri,Myliobatiformes,Urotrygonidae ,Urobatis,Bat,Extant,Uroba_hal,0,91,45.5,LC,Shelf,Undul
'Urolophus kaianus BMNH 1879514424.jpg',NHMUK ZOO 1879.5.14.424,Urolophus kaianus ,Urolophus_kaianus,Myliobatiformes,Urolophidae,Urolophus,Bat,Extant,Urolo_kai,0,236,118,DD,Deep,Undul
'Urolophus kaianus BMNH 1890226205.jpg',NHMUK ZOO 1890.2.26.205,Urolophus kaianus ,Urolophus_kaianus,Myliobatiformes,Urolophidae,Urolophus,Bat,Extant,Urolo_kai,0,236,118,DD,Deep,Undul
'Urolophus maculatus USNMRAD 119751.jpg',USNM 119751 ,Urobatis maculatus ,Urobatis_maculatus,Myliobatiformes,Urotrygonidae ,Urobatis,Bat,Extant,Uroba_mac,1,30,15.5,LC,Shelf,Undul
'Urolophus maculatus USNMRAD 19731.jpg',USNM 19731 ,Urobatis maculatus ,Urobatis_maculatus,Myliobatiformes,Urotrygonidae ,Urobatis,Bat,Extant,Uroba_mac,1,30,15.5,LC,Shelf,Undul
'Urolophus rogersi CAS-SU 11700.jpg',CAS-SU(ICH) 11700,Urotrygon rogersi ,Urotrygon_rogersi,Myliobatiformes,Urotrygonidae ,Urotrygon,Bat,Extant,Urotr_rog,2,30,16,NT,Shelf,Undul
'Urolophus umbrifer CAS-ICH SU 2948.jpg',CAS-SU(ICH) 2948,Urobatis halleri ,Urobatis_halleri,Myliobatiformes,Urotrygonidae ,Urobatis,Bat,Extant,Uroba_hal,0,91,45.5,LC,Reef,Undul
'Urotrygon chilensis USNMRAD 131021.jpg',USNM 131021 ,Urotrygon chilensis ,Urotrygon_chilensis,Myliobatiformes,Urotrygonidae ,Urotrygon,Bat,Extant,Urotr_chi,1,60,30.5,NT,Shelf,Undul
'Urotrygon microphthalmum USNMRAD 222697 1.jpg',USNM 222697 ,Urotrygon microphthalmum ,Urotrygon_microphthalmum,Myliobatiformes,Urotrygonidae ,Urotrygon,Bat,Extant,Urotr_mic,9,55,32,CR,Shelf,Undul
'Urotrygon microphthalmum USNMRAD 222697 2.jpg',USNM 222697 ,Urotrygon microphthalmum ,Urotrygon_microphthalmum,Myliobatiformes,Urotrygonidae ,Urotrygon,Bat,Extant,Urotr_mic,9,55,32,CR,Shelf,Undul
'Urotrygon munda USNMRAD 206994.jpg',USNM 206994 ,Urotrygon munda ,Urotrygon_munda,Myliobatiformes,Urotrygonidae ,Urotrygon,Bat,Extant,Urotr_mun,4,51,27.5,NT,Shelf,Undul
'Urotrygon mundus USNMRAD109943 002.jpg',USNM RAD 109943 ,Urotrygon munda ,Urotrygon_munda,Myliobatiformes,Urotrygonidae ,Urotrygon,Bat,Extant,Urotr_mun,4,51,27.5,NT,Shelf,Undul
'Urotrygon mundus USNMRAD109943 003.jpg',USNM RAD 109943 ,Urotrygon munda ,Urotrygon_munda,Myliobatiformes,Urotrygonidae ,Urotrygon,Bat,Extant,Urotr_mun,4,51,27.5,NT,Shelf,Undul
'Urotrygon regersi NCat12-a.jpg',CAS-SU(ICH) 11700,Urotrygon rogersi ,Urotrygon_rogersi,Myliobatiformes,Urotrygonidae ,Urotrygon,Bat,Extant,Urotr_rog,2,30,16,NT,Shelf,Undul
'Urotrygon serrula USNM 127795.jpg',USNM 127795 ,Urotrygon munda ,Urotrygon_munda,Myliobatiformes,Urotrygonidae ,Urotrygon,Bat,Extant,Urotr_ast,4,51,27.5,NT,Shelf,Undul
'Urotrygon simulatrix USNMRAD 285187.jpg',USNM 285187 ,Urotrygon simulatrix ,Urotrygon_simulatrix,Myliobatiformes,Urotrygonidae ,Urotrygon,Bat,Extant,Urotr_sim,2,15,8.5,VU,Shelf,Undul
'Urotrygon umbrifer NCat13.jpg',Specimen without number,Urobatis halleri ,Urobatis_halleri,Myliobatiformes,Urotrygonidae ,Urobatis,Bat,Extant,Uroba_hal,0,91,45.5,LC,Shelf,Undul
'Zanobatos schloenii ISPAB-Zan-sch-03.jpg',ISPAB-Zan-sch-03*,Zanobatus schoenleinii ,Zanobatus_schoenleinii,Myliobatiformes,Zanobatidae,Zanobatus,Bat,Extant,Zanob_sch,10,100,55,VU,Shelf,Undul
'Zanobatus schoenleinii ISPAB-Zan-sch-04.jpg',ISPAB-Zan-sch-04*,Zanobatus schoenleinii ,Zanobatus_schoenleinii,Myliobatiformes,Zanobatidae,Zanobatus,Bat,Extant,Zanob_sch,10,100,55,VU,Shelf,Undul
'Zapteryx xyster CAS-ICH 213445.jpg',CAS-ICH 213445,Zapteryx xyster ,Zapteryx_xyster,Rhinopristiformes,Trygonorrhinidae ,Zapteryx,Bat,Extant,Zapte_xys,0,150,75,VU,Reef,Undul
'Zapteryx xyster USNMRAD 206992.jpg',USNM 206992 ,Zapteryx xyster ,Zapteryx_xyster,Rhinopristiformes,Trygonorrhinidae ,Zapteryx,Bat,Extant,Zapte_xys,0,150,75,VU,Reef,Undul
'ZFos Aellopobatis 001BGMM1.jpg',Specimen without number,Aellopobatis bavarica,Aellopobatis_bavarica,Jbatoid,,Aellopobatis,Bat,Fossil,Aello_bav,1,100,50.5,NA,Reef,AxUnd
'ZFos Aellopobatis 005BSPGASI505.jpg',SNSB-BSPG AS I 505 ,Aellopobatis bavarica,Aellopobatis_bavarica,Jbatoid,,Aellopobatis,Bat,Fossil,Aello_bav,1,100,50.5,NA,Reef,AxUnd
'ZFos Aellopobatis 026hmns686037.jpg',HMNS 686037 ,Aellopobatis bavarica,Aellopobatis_bavarica,Jbatoid,,Aellopobatis,Bat,Fossil,Aello_bav,1,100,50.5,NA,Reef,AxUnd
'ZFos Aellopobatis 028NHMLPVP6010.jpg',NHMUK PV P 6010,Aellopobatis bavarica,Aellopobatis_bavarica,Jbatoid,,Aellopobatis,Bat,Fossil,Aello_bav,1,100,50.5,NA,Reef,AxUnd
'ZFos Aellopobatis 035Batoid1SMNK124365.jpg',SMNK 124365,Aellopobatis bavarica,Aellopobatis_bavarica,Jbatoid,,Aellopobatis,Bat,Fossil,Aello_bav,1,100,50.5,NA,Reef,AxUnd
'ZFos Aellopobatis 089Berger2_2.jpg',MB 14-12-22-2,Aellopobatis bavarica,Aellopobatis_bavarica,Jbatoid,,Aellopobatis,Bat,Fossil,Aello_bav,1,100,50.5,NA,Reef,AxUnd
'ZFos Asterodermus spatobatis P3170348.jpg',NHMUK PV P 10934,Asterodermus_platypterus,Asterodermus_platypterus,Jbatoid,,Asterodermus,Bat,Fossil,Astde_spa,1,100,50.5,NA,Reef,AxUnd
'ZFos Asterotrygon maloneyi AMNH P 11557.tif',AMNH P 11557,Asterotrygon maloneyi,Asterotrygon_maloneyi,Eoc_Myliob,,Asterotrygon,Bat,Fossil,Aster_mal,1,60,30.5,NA,FreshW,Undul
'ZFos Asterotrygon maloneyi FMNH PF 12989.tif',FMNH PF 12989,Asterotrygon maloneyi,Asterotrygon_maloneyi,Eoc_Myliob,,Asterotrygon,Bat,Fossil,Aster_mal,1,60,30.5,NA,FreshW,Undul
'ZFos Asterotrygon maloneyi FMNH PF 14069.tif',FMNH PF 14069,Asterotrygon maloneyi,Asterotrygon_maloneyi,Eoc_Myliob,,Asterotrygon,Bat,Fossil,Aster_mal,1,60,30.5,NA,FreshW,Undul
'ZFos Asterotrygon maloneyi FMNH PF 15166.tif',FMNH PF 15166,Asterotrygon maloneyi,Asterotrygon_maloneyi,Eoc_Myliob,,Asterotrygon,Bat,Fossil,Aster_mal,1,60,30.5,NA,FreshW,Undul
'ZFos Belemnobatis sismondae 20015312 AnneliseFolie.jpg',MDC 20015312,Belemnobatis sismondae,Belemnobatis_sismondae,Jbatoid,,Belemnobatis,Bat,Fossil,Belem_sis,1,100,50.5,NA,Shelf,AxUnd
'ZFos Belemnobatis sismondae AntoinePictet038774.jpg',MGL 38-774,Belemnobatis sismondae,Belemnobatis_sismondae,Jbatoid,,Belemnobatis,Bat,Fossil,Belem_sis,1,100,50.5,NA,Shelf,AxUnd
'ZFos Cyclobatis longicaudatus MNHN HAK550a.jpg',MNHN.F.HAK550a ,Cyclobatis longicaudatus,Cyclobatis_longicaudatus,Cret_Rajif,,Cyclobatis,Bat,Fossil,Cyclo_lon,1,20,10.5,NA,Shelf,Undul
'ZFos Cyclobatis major 1.jpg',Museo Civico di Storia Naturale di Milano,Cyclobatis mayor,Cyclobatis_mayor,Cret_Rajif,,Cyclobatis,Bat,Fossil,Cyclo_may,1,20,10.5,NA,Shelf,Undul
'ZFos Cyclobatis oligodactylus JME-GPK-00010_20180216_131448.jpg',FMNH PF 13471 or 13477?,Cyclobatis oligodactylus,Cyclobatis_oligodactylus,Cret_Rajif,,Cyclobatis,Bat,Fossil,Cyclo_oli,1,20,10.5,NA,Shelf,Undul
'ZFos Heliobatis radians AMNH P 19665.tif',AMNH P 19665,Heliobatis radians,Heliobatis_radians,Eoc_Myliob,,Heliobatis,Bat,Fossil,Helba_rad,1,60,30.5,NA,FreshW,Undul
'ZFos Heliobatis radians FMNH PF 2020.tif',FMNH PF 2020,Heliobatis radians,Heliobatis_radians,Eoc_Myliob,,Heliobatis,Bat,Fossil,Helba_rad,1,60,30.5,NA,FreshW,Undul
'ZFos Heliobatis2.JPG',FMNH PF 12914,Heliobatis radians,Heliobatis_radians,Eoc_Myliob,,Heliobatis,Bat,Fossil,Helba_rad,1,60,30.5,NA,FreshW,Undul
'ZFos Lessiniabatis aenigmatica MNHN FBol566.jpg',MNHN FBol566,Lessiniabatis aenigmatica,Lessiniabatis_aenigmatica,Eoc_Myliob,,Lessiniabatis,Bat,Fossil,Lessi_aen,0,40,20,NA,Reef,Undul
'ZFos Libanopristis hiram.JPG',NHMUK PV 75075,Libanopristis hiram,Libanopristis_hiram,Cret_Scle,,Libanopristis,Bat,Fossil,Liban_hir,1,60,30.5,NA,Shelf,AxUnd
'ZFos Libanopristis_hiram.jpeg',Museo Civico di Storia Naturale di Milano,Libanopristis hiram,Libanopristis_hiram,Cret_Scle,,Libanopristis,Bat,Fossil,Liban_hir,1,60,30.5,NA,Shelf,AxUnd
'ZFos Palaeodasybatis discus ANSP 8344.tif',ANSP 8344,Palaeodasybatis discus,Heliobatis_radians,Eoc_Myliob,,Palaeodasybatis,Bat,Fossil,Pdasy_dis,1,60,30.5,NA,FreshW,AxUnd
'ZFos Phorcynis catulina NMHUKP11211.jpg',NHMUK PV P 11211 b,Phorcynis catulina,Phorcynis_catulina,J_Orec,,Phorcynis,Sel,Fossil,Phorc_cat,1,100,50.5,NA,Reef,AxUnd
'ZFos Protospinax 20230228.jpg',PBP-SOL-8007 ,Protospinax annectans,Protospinax_annectans,J_Squat,,Protospinax,Sel,Fossil,Proto_ann,1,100,50.5,NA,Reef,AxUnd
'ZFos Pseudorhina acanthoderma Lothe DSC0131.jpg',Sebastian,Pseudorhina acanthoderma,Pseudorhina_acanthoderma,J_Squat,,Pseudorhina,Sel,Fossil,Prhin_aca,1,100,50.5,NA,Reef,AxUnd
'ZFos Pseudorhina acanthoderma SMNS 86214 41.jpg',SMNS 86214 41,Pseudorhina acanthoderma,Pseudorhina_acanthoderma,J_Squat,,Pseudorhina,Sel,Fossil,Prhin_aca,1,100,50.5,NA,Reef,AxUnd
'ZFos Pseudorhina alifera JME no_number.jpg',Specimen without number,Pseudorhina alifera,Pseudorhina_alifera,J_Squat,,Pseudorhina,Sel,Fossil,Prhin_ali,1,100,50.5,NA,Reef,AxUnd
'ZFos Ptychotrygon NHMUK PV P 73630.jpg',NHMUK PV P 73630,Ptychotrygon rostrispatula,Ptychotrygon_rostrispatula,Cret_Scle,,Ptychotrygon,Bat,Fossil,Ptych_ros,1,150,75.5,NA,Shelf,AxUnd
'ZFos Rhinobatos hakelensis MNHN HAK2000b.jpg',MNHN.F.HAK2000b ,Rhinobatos hakelensis,Rhinobatus_haeckelensis,Cret_Rhino,,Rhinobatos,Bat,Fossil,Rhbat_hak,1,60,30.5,NA,Shelf,AxUnd
'ZFos Rhinobatos hakelensis.jpg',Sebastian,Rhinobatos hakelensis,Rhinobatus_haeckelensis,Cret_Rhino,,Rhinobatos,Bat,Fossil,Rhbat_hak,1,60,30.5,NA,Shelf,AxUnd
'ZFos Rhinobatos maronita MNHN HAK2006.jpg',MNHN.F.HAK2006 ,Rhinobatos maronita,Rhinobatos_maronita,Cret_Rhino,,Rhinobatos,Bat,Fossil,Rhbat_mar,1,60,30.5,NA,Shelf,AxUnd
'ZFos Rhinobatos maronita NHMUKP4012.jpg',NHMUK PV P 4012,Rhinobatos maronita,Rhinobatos_maronita,Cret_Rhino,,Rhinobatos,Bat,Fossil,Rhbat_mar,1,60,30.5,NA,Shelf,AxUnd
